Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
10,31,14,953,66,17.5,1.8,0.2,800.815,37.899,131.95,126.576
10,31,15,912,61,17.9,1.7,0.2,654.122,34.954,109.873,105.332
10,31,16,819,54,17.3,1.4,0.2,450.525,29.831,76.314,73.039
10,31,17,617,38,15,0.9,0.2,207.093,21.201,30.088,28.556
10,31,18,0,0,11.9,1,0.2,0,11.9,0,0
10,31,19,0,0,10,1.2,0.2,0,10,0,0
10,31,20,0,0,8.4,1.3,0.2,0,8.4,0,0
10,31,21,0,0,7.2,1.3,0.2,0,7.2,0,0
10,31,22,0,0,6.4,1.3,0.2,0,6.4,0,0
10,31,23,0,0,6,1.3,0.2,0,6,0,0
11,1,0,0,0,6,1.2,0.2,0,6,0,0
11,1,1,0,0,15.1,1,0.2,0,15.1,0,0
11,1,2,0,0,14.6,1,0.2,0,14.6,0,0
11,1,3,0,0,14.3,1,0.2,0,14.3,0,0
11,1,4,0,0,13.9,0.9,0.2,0,13.9,0,0
11,1,5,0,0,13.4,0.8,0.2,0,13.4,0,0
11,1,6,0,0,12.9,0.8,0.2,0,12.9,0,0
11,1,7,0,0,12.9,0.7,0.2,0,12.9,0,0
11,1,8,0,5,13.8,0.6,0.2,4.637,13.956,0.665,0.243
11,1,9,69,126,16.3,0.7,0.2,163.725,21.72,27.675,26.234
11,1,10,97,192,19.2,1,0.2,261.923,27.204,43.832,41.782
11,1,11,345,213,21.5,1.9,0.2,500.635,33.956,82.786,79.267
11,1,12,296,253,22.8,2.6,0.2,527.01,34.239,86.633,82.968
11,1,13,601,181,23.8,3.2,0.2,705.517,37.641,115.379,110.631
11,1,14,351,227,24.4,3.6,0.2,519.274,33.962,85.907,82.27
11,1,15,296,199,24.6,3.8,0.2,410.765,31.952,68.664,65.677
11,1,16,696,63,23.9,3.6,0.2,403.161,31.34,67.658,64.709
11,1,17,499,40,21.6,2.5,0.2,180.163,25.413,25.693,24.327
11,1,18,0,0,18.3,1.9,0.2,0,18.3,0,0
11,1,19,0,0,17.2,2.3,0.2,0,17.2,0,0
11,1,20,0,0,16.4,2.4,0.2,0,16.4,0,0
11,1,21,0,0,15.4,2.2,0.2,0,15.4,0,0
11,1,22,0,0,14.8,2.2,0.2,0,14.8,0,0
11,1,23,0,0,14.9,2.8,0.2,0,14.9,0,0
11,2,0,0,0,15,3.6,0.2,0,15,0,0
11,2,1,0,0,14.4,3.9,0.2,0,14.4,0,0
11,2,2,0,0,12.9,3.6,0.2,0,12.9,0,0
11,2,3,0,0,11.1,2.9,0.2,0,11.1,0,0
11,2,4,0,0,9.8,2.6,0.2,0,9.8,0,0
11,2,5,0,0,8.8,2.4,0.2,0,8.8,0,0
11,2,6,0,0,8.1,2.3,0.2,0,8.1,0,0
11,2,7,0,0,7.9,2.2,0.2,0,7.9,0,0
11,2,8,354,26,8.6,2.5,0.2,132.178,11.412,20.054,18.9
11,2,9,5,71,10.9,3.7,0.2,69.324,12.157,11.764,10.923
11,2,10,92,231,12.9,4.2,0.2,305.473,18.051,53.149,50.747
11,2,11,282,236,14.6,4.1,0.2,478.567,22.783,82.445,78.939
11,2,12,884,84,15.9,4.1,0.2,821.888,29.982,139.073,133.431
11,2,13,892,83,16.5,4.1,0.2,825.634,30.647,139.37,133.717
11,2,14,881,77,16.7,3.7,0.2,754.046,30.413,127.979,122.756
11,2,15,124,258,16.7,3.5,0.2,359.167,23.416,61.525,58.807
11,2,16,28,137,15.9,3.1,0.2,152.079,18.933,25.873,24.5
11,2,17,32,78,13.8,2.2,0.2,104.769,16.215,16.725,15.697
11,2,18,0,0,10.8,1.4,0.2,0,10.8,0,0
11,2,19,0,0,10.1,1.4,0.2,0,10.1,0,0
11,2,20,0,0,10,1.3,0.2,0,10,0,0
11,2,21,0,0,9.6,1.2,0.2,0,9.6,0,0
11,2,22,0,0,9.1,1.2,0.2,0,9.1,0,0
11,2,23,0,0,8.4,1.2,0.2,0,8.4,0,0
11,3,0,0,0,8,1.3,0.2,0,8,0,0
11,3,1,0,0,7.6,1.5,0.2,0,7.6,0,0
11,3,2,0,0,7,1.7,0.2,0,7,0,0
11,3,3,0,0,6.5,1.9,0.2,0,6.5,0,0
11,3,4,0,0,6.1,1.8,0.2,0,6.1,0,0
11,3,5,0,0,5.8,1.7,0.2,0,5.8,0,0
11,3,6,0,0,5.6,1.7,0.2,0,5.6,0,0
11,3,7,0,0,5.7,1.7,0.2,0,5.7,0,0
11,3,8,335,25,6.9,1.9,0.2,125.348,9.893,19.012,17.897
11,3,9,659,52,9.5,2.5,0.2,376.169,17.849,66.536,63.63
11,3,10,800,64,12.3,2.8,0.2,590.538,24.746,103.106,98.821
11,3,11,870,69,15.1,3,0.2,738.492,30.113,125.526,120.395
11,3,12,907,71,17.5,3.5,0.2,822.668,32.912,137.759,132.167
11,3,13,919,70,19.4,3.9,0.2,829.558,34.033,138.324,132.711
11,3,14,906,66,20.5,4.2,0.2,757.203,33.309,127.186,121.993
11,3,15,867,61,20.7,4.4,0.2,618.251,30.893,105.568,101.19
11,3,16,769,53,19.7,4.1,0.2,420.178,26.9,71.706,68.605
11,3,17,563,36,16.9,2.8,0.2,186.828,20.62,26.593,25.193
11,3,18,0,0,13.4,2,0.2,0,13.4,0,0
11,3,19,0,0,11.9,2,0.2,0,11.9,0,0
11,3,20,0,0,10.7,2.1,0.2,0,10.7,0,0
11,3,21,0,0,9.7,2.3,0.2,0,9.7,0,0
11,3,22,0,0,9,2.4,0.2,0,9,0,0
11,3,23,0,0,8.5,2.1,0.2,0,8.5,0,0
11,4,0,0,0,8.2,1.8,0.2,0,8.2,0,0
11,4,1,0,0,7.9,1.5,0.2,0,7.9,0,0
11,4,2,0,0,7.6,1.3,0.2,0,7.6,0,0
11,4,3,0,0,7.5,1.3,0.2,0,7.5,0,0
11,4,4,0,0,7.5,1.3,0.2,0,7.5,0,0
11,4,5,0,0,7.4,1.5,0.2,0,7.4,0,0
11,4,6,0,0,7.3,1.7,0.2,0,7.3,0,0
11,4,7,0,0,7.8,2.1,0.2,0,7.8,0,0
11,4,8,0,8,9.4,3.1,0.2,7.422,9.546,1.103,0.664
11,4,9,13,123,11.7,4.4,0.2,129.275,13.821,22.312,21.073
11,4,10,0,11,13.7,5.6,0.2,10.223,13.844,1.571,1.115
11,4,11,49,275,14.9,6.4,0.2,330.191,19.146,56.802,54.262
11,4,12,22,272,15.5,6.6,0.2,290.929,19.157,49.628,47.359
11,4,13,944,72,15.9,6.7,0.2,849.277,26.531,145.741,139.847
11,4,14,925,70,15.8,6.7,0.2,773.385,25.491,133.853,128.408
11,4,15,877,65,15.4,6.5,0.2,626.828,23.436,110.134,105.584
11,4,16,782,55,14.5,5.9,0.2,426.356,20.317,74.562,71.352
11,4,17,559,38,12.6,4.8,0.2,189.713,15.397,27.472,26.039
11,4,18,0,0,9.9,3.4,0.2,0,9.9,0,0
11,4,19,0,0,8.4,2.9,0.2,0,8.4,0,0
11,4,20,0,0,7.2,2.3,0.2,0,7.2,0,0
11,4,21,0,0,6.7,2.2,0.2,0,6.7,0,0
11,4,22,0,0,6.5,2.2,0.2,0,6.5,0,0
11,4,23,0,0,6.5,2.3,0.2,0,6.5,0,0
11,5,0,0,0,6.5,2.3,0.2,0,6.5,0,0
11,5,1,0,0,6.1,1.9,0.2,0,6.1,0,0
11,5,2,0,0,5.5,2,0.2,0,5.5,0,0
11,5,3,0,0,5,2.2,0.2,0,5,0,0
11,5,4,0,0,5,2.6,0.2,0,5,0,0
11,5,5,0,0,5,2.9,0.2,0,5,0,0
11,5,6,0,0,4.6,2.9,0.2,0,4.6,0,0
11,5,7,0,0,4.4,2.8,0.2,0,4.4,0,0
11,5,8,305,25,5.3,3.2,0.2,116.431,7.486,17.629,16.567
11,5,9,0,32,7.6,4.6,0.2,29.754,8.075,4.958,4.374
11,5,10,0,131,9.4,6,0.2,126.513,11.102,21.915,20.692
11,5,11,8,223,10.6,6.5,0.2,227.827,13.497,39.578,37.688
11,5,12,56,306,11.3,6.5,0.2,372.973,16.041,64.872,62.029
11,5,13,89,331,11.5,6.6,0.2,430.071,16.912,74.851,71.631
11,5,14,20,255,11.5,6.7,0.2,272.512,14.894,47.374,45.19
11,5,15,61,252,11.3,6.5,0.2,314.22,15.307,55.25,52.769
11,5,16,0,13,10.7,5.8,0.2,12.071,10.866,1.908,1.439
11,5,17,1,32,9.6,4.6,0.2,31.218,10.09,4.83,4.251
11,5,18,0,0,8.3,3.3,0.2,0,8.3,0,0
11,5,19,0,0,7.4,2.5,0.2,0,7.4,0,0
11,5,20,0,0,6.9,2.1,0.2,0,6.9,0,0
11,5,21,0,0,6.5,2.1,0.2,0,6.5,0,0
11,5,22,0,0,6.3,2.2,0.2,0,6.3,0,0
11,5,23,0,0,6.2,2.4,0.2,0,6.2,0,0
11,6,0,0,0,5.9,2.3,0.2,0,5.9,0,0
11,6,1,0,0,5.1,2.2,0.2,0,5.1,0,0
11,6,2,0,0,4.7,2.2,0.2,0,4.7,0,0
11,6,3,0,0,4.5,2.4,0.2,0,4.5,0,0
11,6,4,0,0,4.4,2.6,0.2,0,4.4,0,0
11,6,5,0,0,4.3,2.5,0.2,0,4.3,0,0
11,6,6,0,0,4.2,2.4,0.2,0,4.2,0,0
11,6,7,0,0,4.2,2.3,0.2,0,4.2,0,0
11,6,8,0,13,5.2,2.3,0.2,12.071,5.473,1.853,1.386
11,6,9,0,7,7.7,3.1,0.2,6.497,7.83,1.012,0.577
11,6,10,29,206,10,3.8,0.2,227.029,14.053,39.717,37.822
11,6,11,52,269,12.1,4.2,0.2,326.132,17.587,56.471,53.944
11,6,12,58,297,13.7,4.3,0.2,364.158,19.736,62.47,59.717
11,6,13,81,316,15,4.5,0.2,405.696,21.546,69.335,66.323
11,6,14,66,289,15.9,4.5,0.2,361.086,21.732,61.734,59.008
11,6,15,36,229,16.1,4.4,0.2,258.485,20.338,44.333,42.264
11,6,16,717,58,15.6,3.8,0.2,396.566,22.693,68.508,65.528
11,6,17,474,38,13.9,2.5,0.2,166.2,17.372,23.467,22.185
11,6,18,0,0,11.9,1.6,0.2,0,11.9,0,0
11,6,19,0,0,11.2,1.6,0.2,0,11.2,0,0
11,6,20,0,0,11,1.8,0.2,0,11,0,0
11,6,21,0,0,10.7,1.9,0.2,0,10.7,0,0
11,6,22,0,0,10.2,1.9,0.2,0,10.2,0,0
11,6,23,0,0,9.8,1.9,0.2,0,9.8,0,0
11,7,0,0,0,9.5,1.9,0.2,0,9.5,0,0
11,7,1,0,0,9.3,1.8,0.2,0,9.3,0,0
11,7,2,0,0,9.5,1.8,0.2,0,9.5,0,0
11,7,3,0,0,9.4,1.9,0.2,0,9.4,0,0
11,7,4,0,0,9.2,2.1,0.2,0,9.2,0,0
11,7,5,0,0,9.1,2.3,0.2,0,9.1,0,0
11,7,6,0,0,8.9,2.7,0.2,0,8.9,0,0
11,7,7,0,0,8.6,3.2,0.2,0,8.6,0,0
11,7,8,301,22,8.6,4.1,0.2,110.726,10.403,16.251,15.241
11,7,9,667,52,9.4,5.1,0.2,373.093,14.998,66.449,63.546
11,7,10,818,65,10.7,6.3,0.2,593.991,18.48,106.281,101.876
11,7,11,882,72,12.3,7.4,0.2,740.66,20.954,130.457,125.14
11,7,12,907,79,13.5,8,0.2,821.158,22.559,143.143,137.347
11,7,13,4,232,14,8.3,0.2,233.44,16.491,39.984,38.078
11,7,14,113,306,13.8,8.3,0.2,417.4,18.265,72.653,69.516
11,7,15,14,199,13.1,7.8,0.2,210.507,15.458,36.538,34.762
11,7,16,0,65,12.1,6.9,0.2,61.387,12.851,10.326,9.539
11,7,17,0,26,10.5,5.2,0.2,24.517,10.855,3.682,3.146
11,7,18,0,0,8.2,3.4,0.2,0,8.2,0,0
11,7,19,0,0,6.8,2.7,0.2,0,6.8,0,0
11,7,20,0,0,5.8,2.4,0.2,0,5.8,0,0
11,7,21,0,0,5.1,2.4,0.2,0,5.1,0,0
11,7,22,0,0,4.6,2.5,0.2,0,4.6,0,0
11,7,23,0,0,4.1,2.4,0.2,0,4.1,0,0
11,8,0,0,0,3.8,2.4,0.2,0,3.8,0,0
11,8,1,0,0,3.5,2.5,0.2,0,3.5,0,0
11,8,2,0,0,3.5,2.5,0.2,0,3.5,0,0
11,8,3,0,0,3.8,2.6,0.2,0,3.8,0,0
11,8,4,0,0,4,2.8,0.2,0,4,0,0
11,8,5,0,0,3.8,2.8,0.2,0,3.8,0,0
11,8,6,0,0,3.2,2.7,0.2,0,3.2,0,0
11,8,7,0,0,3.2,2.7,0.2,0,3.2,0,0
11,8,8,260,22,4.2,3.2,0.2,99.903,6.063,14.811,13.855
11,8,9,0,33,6.7,4.7,0.2,30.686,7.184,5.138,4.547
11,8,10,21,196,8.9,6.3,0.2,211.397,11.653,37.248,35.445
11,8,11,66,280,10.6,7,0.2,350.909,14.843,61.562,58.843
11,8,12,917,77,11.8,7.2,0.2,824.08,21.609,144.209,138.374
11,8,13,48,296,12.6,7.4,0.2,355.949,16.732,61.742,59.016
11,8,14,901,74,12.9,7.5,0.2,750.166,21.582,131.898,126.526
11,8,15,851,67,12.8,7.5,0.2,607.992,19.849,108.328,103.845
11,8,16,749,56,12.2,7,0.2,405.427,17.115,71.422,68.331
11,8,17,520,36,10.9,5.9,0.2,173.558,13.109,24.245,22.933
11,8,18,0,0,9.2,4.7,0.2,0,9.2,0,0
11,8,19,0,0,8.3,4.6,0.2,0,8.3,0,0
11,8,20,0,0,7.9,4.7,0.2,0,7.9,0,0
11,8,21,0,0,7.5,4.8,0.2,0,7.5,0,0
11,8,22,0,0,7,4.7,0.2,0,7,0,0
11,8,23,0,0,6.3,4.3,0.2,0,6.3,0,0
11,9,0,0,0,5.6,4,0.2,0,5.6,0,0
11,9,1,0,0,5.1,3.9,0.2,0,5.1,0,0
11,9,2,0,0,4.7,3.9,0.2,0,4.7,0,0
11,9,3,0,0,4.3,3.9,0.2,0,4.3,0,0
11,9,4,0,0,4.1,4,0.2,0,4.1,0,0
11,9,5,0,0,4.1,4.2,0.2,0,4.1,0,0
11,9,6,0,0,4,4.2,0.2,0,4,0,0
11,9,7,0,0,4,4.2,0.2,0,4,0,0
11,9,8,306,20,4.8,4.5,0.2,105.563,6.414,15.352,14.376
11,9,9,679,47,7.1,5.3,0.2,369.449,12.506,66.265,63.369
11,9,10,828,59,9.3,6.3,0.2,584.602,16.959,105.282,100.914
11,9,11,34,249,10.9,6.7,0.2,277.315,14.356,48.425,46.202
11,9,12,931,67,11.9,6.6,0.2,820.638,22.285,143.355,137.552
11,9,13,942,65,12.6,6.4,0.2,825.528,23.271,143.704,137.887
11,9,14,920,65,12.8,6.2,0.2,750.951,22.729,131.567,126.208
11,9,15,868,61,12.7,6,0.2,605.492,20.9,107.538,103.085
11,9,16,5,123,12,5.3,0.2,128.357,13.876,22.113,20.882
11,9,17,17,69,10.2,3.9,0.2,92.735,11.781,14.213,13.28
11,9,18,0,0,7.5,2.5,0.2,0,7.5,0,0
11,9,19,0,0,6.3,2.2,0.2,0,6.3,0,0
11,9,20,0,0,5.4,1.9,0.2,0,5.4,0,0
11,9,21,0,0,4.6,1.7,0.2,0,4.6,0,0
11,9,22,0,0,3.9,1.5,0.2,0,3.9,0,0
11,9,23,0,0,3.3,1.4,0.2,0,3.3,0,0
11,10,0,0,0,2.9,1.3,0.2,0,2.9,0,0
11,10,1,0,0,2.6,1.3,0.2,0,2.6,0,0
11,10,2,0,0,2.4,1.2,0.2,0,2.4,0,0
11,10,3,0,0,2.1,1.3,0.2,0,2.1,0,0
11,10,4,0,0,2,1.2,0.2,0,2,0,0
11,10,5,0,0,2.1,1.2,0.2,0,2.1,0,0
11,10,6,0,0,2.3,1.1,0.2,0,2.3,0,0
11,10,7,0,0,2.8,1.1,0.2,0,2.8,0,0
11,10,8,251,19,3.9,1,0.2,89.889,6.491,12.942,12.056
11,10,9,0,28,5.7,1.2,0.2,26.027,6.457,4.34,3.779
11,10,10,62,174,7.9,1.8,0.2,220.715,13.508,38.808,36.948
11,10,11,80,221,10.7,2.8,0.2,290.648,16.788,50.523,48.221
11,10,12,65,236,12.9,3.6,0.2,298.538,18.382,51.376,49.041
11,10,13,0,25,14.6,4.2,0.2,23.267,14.991,3.663,3.127
11,10,14,1,86,15.8,4.5,0.2,81.023,17.108,13.401,12.498
11,10,15,135,207,16.1,4.5,0.2,312.196,21.158,53.964,51.531
11,10,16,45,138,15.4,3.8,0.2,172.406,18.48,29.464,27.956
11,10,17,0,25,13.1,2.3,0.2,23.821,13.629,3.389,2.864
11,10,18,0,0,10.3,1.6,0.2,0,10.3,0,0
11,10,19,0,0,9.2,1.5,0.2,0,9.2,0,0
11,10,20,0,0,8.3,1.5,0.2,0,8.3,0,0
11,10,21,0,0,7.5,1.6,0.2,0,7.5,0,0
11,10,22,0,0,6.8,1.7,0.2,0,6.8,0,0
11,10,23,0,0,6.1,1.7,0.2,0,6.1,0,0
11,11,0,0,0,5.6,1.7,0.2,0,5.6,0,0
11,11,1,0,0,5.2,1.6,0.2,0,5.2,0,0
11,11,2,0,0,5,1.6,0.2,0,5,0,0
11,11,3,0,0,4.8,1.8,0.2,0,4.8,0,0
11,11,4,0,0,4.7,1.8,0.2,0,4.7,0,0
11,11,5,0,0,4.7,1.7,0.2,0,4.7,0,0
11,11,6,0,0,4.8,1.5,0.2,0,4.8,0,0
11,11,7,0,0,5.1,1.2,0.2,0,5.1,0,0
11,11,8,187,19,6,1.1,0.2,73.419,8.063,10.413,9.623
11,11,9,574,55,8,1.3,0.2,329.821,17.372,57.826,55.248
11,11,10,754,69,10.6,1.8,0.2,550.258,24.649,96.234,92.207
11,11,11,835,76,13.8,2.2,0.2,705.962,30.394,120.129,115.201
11,11,12,873,79,16,2.4,0.2,783.833,33.719,131.183,125.838
11,11,13,70,242,17.5,2.7,0.2,309.678,24.095,52.209,49.843
11,11,14,133,292,18.3,2.9,0.2,416.207,26.873,70.258,67.211
11,11,15,112,205,18.3,3,0.2,289.23,24.168,49.289,47.033
11,11,16,48,138,17.2,2.5,0.2,174.413,21.06,29.505,27.995
11,11,17,2,40,14.5,1.3,0.2,43.668,15.69,6.196,5.565
11,11,18,0,0,12.7,1.1,0.2,0,12.7,0,0
11,11,19,0,0,11.5,1.1,0.2,0,11.5,0,0
11,11,20,0,0,10.2,1.1,0.2,0,10.2,0,0
11,11,21,0,0,9.2,1.1,0.2,0,9.2,0,0
11,11,22,0,0,8.4,1.1,0.2,0,8.4,0,0
11,11,23,0,0,7.7,1.1,0.2,0,7.7,0,0
11,12,0,0,0,7.1,1.1,0.2,0,7.1,0,0
11,12,1,0,0,6.7,1.1,0.2,0,6.7,0,0
11,12,2,0,0,6.5,1.1,0.2,0,6.5,0,0
11,12,3,0,0,6.5,1,0.2,0,6.5,0,0
11,12,4,0,0,6.5,0.9,0.2,0,6.5,0,0
11,12,5,0,0,6.3,0.9,0.2,0,6.3,0,0
11,12,6,0,0,5.9,1,0.2,0,5.9,0,0
11,12,7,0,0,5.7,0.9,0.2,0,5.7,0,0
11,12,8,0,5,6.1,0.8,0.2,4.636,6.244,0.638,0.216
11,12,9,1,43,7.6,0.9,0.2,40.459,8.868,6.799,6.145
11,12,10,162,182,9.7,0.7,0.2,299.099,19.609,52.057,49.696
11,12,11,145,233,12.9,1.5,0.2,361.653,22.702,61.971,59.237
11,12,12,257,251,15.5,2.3,0.2,477.294,26.461,80.993,77.541
11,12,13,248,257,16.8,2.5,0.2,477.099,27.352,80.656,77.217
11,12,14,861,76,17,2.5,0.2,719.303,32.979,121.255,116.285
11,12,15,805,70,16.8,2.5,0.2,575.68,29.61,98.894,94.767
11,12,16,699,57,15.7,2,0.2,378.407,24.919,64.388,61.562
11,12,17,453,34,13.1,1.1,0.2,150.361,17.173,19.065,17.948
11,12,18,0,0,10.8,1.2,0.2,0,10.8,0,0
11,12,19,0,0,9.7,1.3,0.2,0,9.7,0,0
11,12,20,0,0,8.6,1.3,0.2,0,8.6,0,0
11,12,21,0,0,7.7,1.3,0.2,0,7.7,0,0
11,12,22,0,0,7.3,1.2,0.2,0,7.3,0,0
11,12,23,0,0,6.9,1.2,0.2,0,6.9,0,0
11,13,0,0,0,6.6,1.2,0.2,0,6.6,0,0
11,13,1,0,0,6.6,1.1,0.2,0,6.6,0,0
11,13,2,0,0,6.5,1.1,0.2,0,6.5,0,0
11,13,3,0,0,6.2,1.1,0.2,0,6.2,0,0
11,13,4,0,0,5.9,1.1,0.2,0,5.9,0,0
11,13,5,0,0,5.6,1,0.2,0,5.6,0,0
11,13,6,0,0,5.3,1,0.2,0,5.3,0,0
11,13,7,0,0,4.7,1.1,0.2,0,4.7,0,0
11,13,8,0,5,5.3,1.1,0.2,4.636,5.433,0.627,0.206
11,13,9,0,27,7.7,1.3,0.2,25.096,8.412,4.14,3.586
11,13,10,148,181,9.6,1.4,0.2,289.414,17.641,50.695,48.386
11,13,11,180,226,12.2,2,0.2,378.541,21.426,65.358,62.495
11,13,12,65,298,13.5,2.9,0.2,374.197,21.195,64.037,61.225
11,13,13,123,315,14,3,0.2,440.692,22.915,75.323,72.085
11,13,14,850,83,14.6,3.3,0.2,717.334,28.492,123.027,117.99
11,13,15,194,205,15.3,3.5,0.2,345.827,21.778,59.938,57.281
11,13,16,13,110,14.6,3,0.2,118.024,16.992,19.999,18.848
11,13,17,1,34,11.9,1.7,0.2,35.751,12.776,4.847,4.267
11,13,18,0,0,9.3,1.5,0.2,0,9.3,0,0
11,13,19,0,0,8.4,1.6,0.2,0,8.4,0,0
11,13,20,0,0,8.5,1.8,0.2,0,8.5,0,0
11,13,21,0,0,8.6,2,0.2,0,8.6,0,0
11,13,22,0,0,8.6,2.1,0.2,0,8.6,0,0
11,13,23,0,0,8.2,2.2,0.2,0,8.2,0,0
11,14,0,0,0,8,2.2,0.2,0,8,0,0
11,14,1,0,0,7.6,1.9,0.2,0,7.6,0,0
11,14,2,0,0,7.1,1.6,0.2,0,7.1,0,0
11,14,3,0,0,6.7,1.7,0.2,0,6.7,0,0
11,14,4,0,0,6.2,1.6,0.2,0,6.2,0,0
11,14,5,0,0,5.4,1.5,0.2,0,5.4,0,0
11,14,6,0,0,4.9,1.5,0.2,0,4.9,0,0
11,14,7,0,0,5,1.4,0.2,0,5,0,0
11,14,8,0,6,6.1,1.7,0.2,5.565,6.238,0.736,0.311
11,14,9,0,6,8.5,2.5,0.2,5.568,8.623,0.857,0.427
11,14,10,0,48,10.5,2.9,0.2,44.679,11.42,7.443,6.765
11,14,11,0,66,12.3,3.7,0.2,61.499,13.412,10.223,9.44
11,14,12,7,153,13.4,4.1,0.2,152.919,16.007,25.964,24.587
11,14,13,0,41,14.3,4.3,0.2,38.176,14.933,6.155,5.525
11,14,14,222,245,15,4.3,0.2,430.887,22.168,74.45,71.245
11,14,15,1,136,15.1,4,0.2,134.192,17.427,22.784,21.527
11,14,16,11,106,14.4,3.2,0.2,112.757,16.61,19.098,17.981
11,14,17,0,7,13.1,2.1,0.2,6.494,13.245,0.785,0.358
11,14,18,0,0,12.1,1.8,0.2,0,12.1,0,0
11,14,19,0,0,11.6,1.6,0.2,0,11.6,0,0
11,14,20,0,0,11.2,1.4,0.2,0,11.2,0,0
11,14,21,0,0,10.8,1.3,0.2,0,10.8,0,0
11,14,22,0,0,10.2,1.1,0.2,0,10.2,0,0
11,14,23,0,0,10,1,0.2,0,10,0,0
11,15,0,0,0,10,0.9,0.2,0,10,0,0
11,15,1,0,0,10,1,0.2,0,10,0,0
11,15,2,0,0,10.1,1.1,0.2,0,10.1,0,0
11,15,3,0,0,10.2,1.5,0.2,0,10.2,0,0
11,15,4,0,0,10.1,1.8,0.2,0,10.1,0,0
11,15,5,0,0,9.9,2.1,0.2,0,9.9,0,0
11,15,6,0,0,9.1,2.2,0.2,0,9.1,0,0
11,15,7,0,0,8.2,2.2,0.2,0,8.2,0,0
11,15,8,0,3,8.2,2.3,0.2,2.781,8.26,0.339,0
11,15,9,0,4,8.8,2.6,0.2,3.711,8.881,0.559,0.14
11,15,10,0,44,9.9,2.5,0.2,40.947,10.806,6.816,6.161
11,15,11,0,51,11.8,2.9,0.2,47.492,12.777,7.834,7.141
11,15,12,0,36,13.5,3.9,0.2,33.514,14.088,5.394,4.793
11,15,13,17,180,15.3,5,0.2,189.126,18.16,32.11,30.501
11,15,14,79,218,17,5.9,0.2,287.36,20.911,49.237,46.983
11,15,15,26,154,17.4,6,0.2,169.169,19.679,28.774,27.291
11,15,16,8,92,16.5,5.1,0.2,95.396,17.928,15.963,14.963
11,15,17,11,54,13.9,3.2,0.2,69.147,15.146,8.825,8.094
11,15,18,0,0,11,2,0.2,0,11,0,0
11,15,19,0,0,10.4,2,0.2,0,10.4,0,0
11,15,20,0,0,10,1.9,0.2,0,10,0,0
11,15,21,0,0,9.1,1.7,0.2,0,9.1,0,0
11,15,22,0,0,8.7,1.9,0.2,0,8.7,0,0
11,15,23,0,0,8.8,2.2,0.2,0,8.8,0,0
11,16,0,0,0,8.9,2.3,0.2,0,8.9,0,0
11,16,1,0,0,9.5,2.6,0.2,0,9.5,0,0
11,16,2,0,0,9.9,2.8,0.2,0,9.9,0,0
11,16,3,0,0,10,2.5,0.2,0,10,0,0
11,16,4,0,0,10.1,2.4,0.2,0,10.1,0,0
11,16,5,0,0,10.4,2.7,0.2,0,10.4,0,0
11,16,6,0,0,10.6,2.9,0.2,0,10.6,0,0
11,16,7,0,0,10.7,3.3,0.2,0,10.7,0,0
11,16,8,0,3,11,3.7,0.2,2.781,11.047,0.319,0
11,16,9,493,59,11.9,4.3,0.2,291.806,16.749,50.829,48.514
11,16,10,672,82,13.4,4.9,0.2,507.918,21.241,89.907,86.119
11,16,11,0,105,15.2,5.3,0.2,99.289,16.647,16.609,15.586
11,16,12,12,228,16.9,5.5,0.2,237.689,20.281,40.282,38.365
11,16,13,81,301,18.5,5.8,0.2,391.844,23.887,66.54,63.633
11,16,14,35,257,19.4,6,0.2,290.147,23.301,49.129,46.878
11,16,15,664,97,19.6,6,0.2,517.984,26.612,89.809,86.025
11,16,16,3,103,18.9,5.3,0.2,106.433,20.454,17.697,16.632
11,16,17,2,49,17,3.6,0.2,59.226,17.995,7.271,6.599
11,16,18,0,0,14.6,2.6,0.2,0,14.6,0,0
11,16,19,0,0,13.7,2.5,0.2,0,13.7,0,0
11,16,20,0,0,12.9,2.4,0.2,0,12.9,0,0
11,16,21,0,0,12,2.2,0.2,0,12,0,0
11,16,22,0,0,10.9,2,0.2,0,10.9,0,0
11,16,23,0,0,9.8,1.8,0.2,0,9.8,0,0
11,17,0,0,0,8.8,1.6,0.2,0,8.8,0,0
11,17,1,0,0,7.9,1.4,0.2,0,7.9,0,0
11,17,2,0,0,7.3,1.3,0.2,0,7.3,0,0
11,17,3,0,0,6.8,1.3,0.2,0,6.8,0,0
11,17,4,0,0,6.6,1.2,0.2,0,6.6,0,0
11,17,5,0,0,6.5,1.1,0.2,0,6.5,0,0
11,17,6,0,0,6.5,1.1,0.2,0,6.5,0,0
11,17,7,0,0,6.6,1,0.2,0,6.6,0,0
11,17,8,12,11,7.5,0.9,0.2,13.472,7.881,1.575,1.118
11,17,9,0,38,9.9,0.8,0.2,35.352,11.037,5.843,5.225
11,17,10,45,170,11.9,1,0.2,207.789,18.252,35.83,34.082
11,17,11,3,108,14.2,1.8,0.2,104.488,16.848,17.514,16.456
11,17,12,60,230,16.2,2.9,0.2,289.036,22.147,49.078,46.83
11,17,13,167,260,17,3.5,0.2,417.266,24.794,71.002,67.927
