Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (W/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
2,17,14,945,79,13.4,0.6,0.2,867.482,42.944,139.251,133.602
2,17,15,917,76,13.7,0.8,0.2,755.73,38.098,124.496,119.404
2,17,16,856,68,13.2,0.8,0.2,579.34,31.945,98.544,94.43
2,17,17,736,56,11.5,0.8,0.2,352.953,22.79,59.145,56.518
2,17,18,445,31,8.8,1,0.2,107.846,11.497,10.963,10.153
2,17,19,0,0,7.4,1.2,0.2,0,7.4,0,0
2,17,20,0,0,6.4,1.2,0.2,0,6.4,0,0
2,17,21,0,0,5.5,1.3,0.2,0,5.5,0,0
2,17,22,0,0,4.9,1.3,0.2,0,4.9,0,0
2,17,23,0,0,4.6,1.3,0.2,0,4.6,0,0
2,18,0,0,0,4.3,1.3,0.2,0,4.3,0,0
2,18,1,0,0,4,1.3,0.2,0,4,0,0
2,18,2,0,0,3.7,1.2,0.2,0,3.7,0,0
2,18,3,0,0,3.3,1.2,0.2,0,3.3,0,0
2,18,4,0,0,2.9,1.1,0.2,0,2.9,0,0
2,18,5,0,0,2.2,1.2,0.2,0,2.2,0,0
2,18,6,0,0,1.7,1.2,0.2,0,1.7,0,0
2,18,7,0,0,1.7,1.1,0.2,0,1.7,0,0
2,18,8,0,5,2.7,1,0.2,4.637,2.83,0.549,0.131
2,18,9,8,73,5,1.1,0.2,72.801,7.169,12.599,11.726
2,18,10,763,75,7.2,1,0.2,540.642,23.8,94.704,90.735
2,18,11,849,88,9.9,0.5,0.2,731.315,35.559,121.534,116.553
2,18,12,392,249,11.8,0.5,0.2,600.006,32.772,99.362,95.218
2,18,13,392,260,12.3,0.8,0.2,624.542,32.369,103.42,99.122
2,18,14,90,299,12.3,1,0.2,386.899,24.078,65.251,62.393
2,18,15,453,214,12,1.2,0.2,575.106,28.735,97.386,93.316
2,18,16,759,92,11.4,1.1,0.2,553.773,27.98,95.442,91.446
2,18,17,150,153,10,0.8,0.2,228.598,17.344,39.303,37.424
2,18,18,0,18,8.2,0.9,0.2,16.752,8.679,2.029,1.555
2,18,19,0,0,7.6,0.8,0.2,0,7.6,0,0
2,18,20,0,0,7.3,0.7,0.2,0,7.3,0,0
2,18,21,0,0,7,0.5,0.2,0,7,0,0
2,18,22,0,0,6.7,0.4,0.2,0,6.7,0,0
2,18,23,0,0,6.3,0.6,0.2,0,6.3,0,0
2,19,0,0,0,5.2,1,0.2,0,5.2,0,0
2,19,1,0,0,3.7,1.3,0.2,0,3.7,0,0
2,19,2,0,0,2.4,1.5,0.2,0,2.4,0,0
2,19,3,0,0,1.7,1.7,0.2,0,1.7,0,0
2,19,4,0,0,1.4,2,0.2,0,1.4,0,0
2,19,5,0,0,1.4,2.4,0.2,0,1.4,0,0
2,19,6,0,0,1.6,2.7,0.2,0,1.6,0,0
2,19,7,0,0,1.9,2.9,0.2,0,1.9,0,0
2,19,8,0,4,3.2,3.4,0.2,3.708,3.266,0.464,0.049
2,19,9,0,6,5.5,3.8,0.2,5.568,5.599,0.87,0.44
2,19,10,0,75,7.9,3.8,0.2,69.905,9.147,11.942,11.095
2,19,11,68,299,10.1,3.8,0.2,366.67,16.633,63.782,60.979
2,19,12,867,107,11.5,3.7,0.2,848.901,26.907,144.804,138.946
2,19,13,919,99,12.5,3.7,0.2,904.727,28.915,152.863,146.701
2,19,14,920,95,13,3.6,0.2,870.818,29.05,147.42,141.463
2,19,15,898,87,13.1,3.3,0.2,764.194,27.884,130.808,125.477
2,19,16,836,76,12.6,2.7,0.2,580.881,25.061,101.354,97.134
2,19,17,718,61,10.5,1.6,0.2,356.343,19.899,60.595,57.912
2,19,18,435,34,7,1.3,0.2,111.418,9.611,11.615,10.78
2,19,19,0,0,5.5,1.6,0.2,0,5.5,0,0
2,19,20,0,0,4.8,1.9,0.2,0,4.8,0,0
2,19,21,0,0,4.2,2.2,0.2,0,4.2,0,0
2,19,22,0,0,3.4,2.1,0.2,0,3.4,0,0
2,19,23,0,0,2.6,1.9,0.2,0,2.6,0,0
2,20,0,0,0,2.1,1.8,0.2,0,2.1,0,0
2,20,1,0,0,1.9,1.8,0.2,0,1.9,0,0
2,20,2,0,0,1.9,2.1,0.2,0,1.9,0,0
2,20,3,0,0,1.9,2.6,0.2,0,1.9,0,0
2,20,4,0,0,1.9,3,0.2,0,1.9,0,0
2,20,5,0,0,1.9,3.5,0.2,0,1.9,0,0
2,20,6,0,0,1.7,3.7,0.2,0,1.7,0,0
2,20,7,0,0,1.6,3.6,0.2,0,1.6,0,0
2,20,8,164,16,2.5,3.8,0.2,52.678,3.343,6.533,5.889
2,20,9,652,51,5,3.8,0.2,326.277,10.807,57.616,55.046
2,20,10,833,65,8.1,3.8,0.2,575.626,18.433,102.92,98.641
2,20,11,918,74,10.6,3.6,0.2,766.932,24.756,132.825,127.419
2,20,12,959,78,12.2,3.2,0.2,889.158,29.656,150.156,144.096
2,20,13,974,80,13.2,2.9,0.2,933.206,32.453,155.539,149.276
2,20,14,973,78,13.8,2.6,0.2,897.97,33.339,149.525,143.488
2,20,15,948,74,13.9,2.4,0.2,783.807,31.62,132.293,126.906
2,20,16,904,63,13.4,2,0.2,604.981,28.219,104.387,100.053
2,20,17,797,51,11.7,1.2,0.2,376.736,22.598,63.499,60.707
2,20,18,546,30,9,1,0.2,126.492,12.196,13.155,12.262
2,20,19,0,0,7,1.3,0.2,0,7,0,0
2,20,20,0,0,5.2,1.4,0.2,0,5.2,0,0
2,20,21,0,0,4,1.6,0.2,0,4,0,0
2,20,22,0,0,3.2,1.9,0.2,0,3.2,0,0
2,20,23,0,0,2.4,2,0.2,0,2.4,0,0
2,21,0,0,0,1.8,2,0.2,0,1.8,0,0
2,21,1,0,0,1.2,2,0.2,0,1.2,0,0
2,21,2,0,0,0.9,2.1,0.2,0,0.9,0,0
2,21,3,0,0,0.8,2.2,0.2,0,0.8,0,0
2,21,4,0,0,0.8,2.6,0.2,0,0.8,0,0
2,21,5,0,0,1,2.9,0.2,0,1,0,0
2,21,6,0,0,1,3,0.2,0,1,0,0
2,21,7,0,0,1,3,0.2,0,1,0,0
2,21,8,157,18,2.1,3.2,0.2,54.647,3.078,7.138,6.472
2,21,9,645,56,4.7,2.9,0.2,332.02,11.523,58.605,55.998
2,21,10,832,72,8,2.6,0.2,585.502,20.784,103.724,99.415
2,21,11,919,81,11,2.4,0.2,778.603,28.598,132.816,127.41
2,21,12,961,85,13.2,2.5,0.2,901.917,33.181,150.153,144.094
2,21,13,993,81,14.4,2.6,0.2,953.786,35.141,157.214,150.888
2,21,14,986,81,15.1,2.5,0.2,915.081,35.375,151.072,144.978
2,21,15,955,79,15.3,2.3,0.2,797.26,33.666,133.421,127.992
2,21,16,884,75,14.7,1.8,0.2,612.119,30.323,104.671,100.326
2,21,17,748,64,12.8,0.9,0.2,374.43,24.484,62.787,60.022
2,21,18,431,40,10.6,1,0.2,117.773,13.718,13.374,12.472
2,21,19,0,0,9.2,1.2,0.2,0,9.2,0,0
2,21,20,0,0,7.7,1.3,0.2,0,7.7,0,0
2,21,21,0,0,6,1.4,0.2,0,6,0,0
2,21,22,0,0,4.6,1.4,0.2,0,4.6,0,0
2,21,23,0,0,3.7,1.4,0.2,0,3.7,0,0
2,22,0,0,0,3.2,1.3,0.2,0,3.2,0,0
2,22,1,0,0,2.9,1.3,0.2,0,2.9,0,0
2,22,2,0,0,2.5,1.3,0.2,0,2.5,0,0
2,22,3,0,0,2.3,1.3,0.2,0,2.3,0,0
2,22,4,0,0,2.1,1.3,0.2,0,2.1,0,0
2,22,5,0,0,1.9,1.4,0.2,0,1.9,0,0
2,22,6,0,0,1.8,1.5,0.2,0,1.8,0,0
2,22,7,0,0,2.1,1.5,0.2,0,2.1,0,0
2,22,8,1,9,4.2,1.7,0.2,8.539,4.415,1.221,0.777
2,22,9,0,37,8.1,2.3,0.2,34.415,8.891,5.749,5.135
2,22,10,17,230,11,2.3,0.2,241.746,16.548,41.874,39.897
2,22,11,445,229,13.7,2.4,0.2,584.539,26.881,99.5,95.351
2,22,12,240,376,15.6,2.8,0.2,610.659,28.369,102.153,97.903
2,22,13,671,197,16.8,3,0.2,815.808,33.323,134.996,129.508
2,22,14,645,202,17.4,2.9,0.2,772.561,33.321,128.075,122.848
2,22,15,566,204,17.4,2.6,0.2,652.405,31.59,109.376,104.854
2,22,16,427,194,16.6,1.8,0.2,465.397,28.451,79.259,75.873
2,22,17,220,150,14.2,1.1,0.2,250.894,21.663,42.548,40.547
2,22,18,18,48,11.5,1.2,0.2,56.887,13.067,7.931,7.234
2,22,19,0,0,10,1.3,0.2,0,10,0,0
2,22,20,0,0,9,1.3,0.2,0,9,0,0
2,22,21,0,0,8.1,1.2,0.2,0,8.1,0,0
2,22,22,0,0,7.5,1.1,0.2,0,7.5,0,0
2,22,23,0,0,6.9,1,0.2,0,6.9,0,0
2,23,0,0,0,6.5,1,0.2,0,6.5,0,0
2,23,1,0,0,6,1,0.2,0,6,0,0
2,23,2,0,0,5.6,1.1,0.2,0,5.6,0,0
2,23,3,0,0,5.3,1.2,0.2,0,5.3,0,0
2,23,4,0,0,5.1,1.3,0.2,0,5.1,0,0
2,23,5,0,0,4.9,1.3,0.2,0,4.9,0,0
2,23,6,0,0,4.9,1.4,0.2,0,4.9,0,0
2,23,7,0,0,5.2,1.4,0.2,0,5.2,0,0
2,23,8,0,1,6.9,1.5,0.2,0.927,6.925,0,0
2,23,9,0,4,10,1.9,0.2,3.712,10.092,0.557,0.138
2,23,10,0,13,12.3,2,0.2,12.084,12.594,1.882,1.413
2,23,11,2,205,14.1,1.6,0.2,200.884,19.405,33.853,32.179
2,23,12,4,252,15,1.4,0.2,250.198,21.902,41.8,39.826
2,23,13,0,158,15.3,1.4,0.2,150.3,19.443,24.883,23.547
2,23,14,4,268,15,1.4,0.2,267.172,22.37,44.646,42.565
2,23,15,1,197,14.5,1.2,0.2,191.908,20.058,32.22,30.607
2,23,16,0,143,13.8,0.7,0.2,137.86,18.353,23.259,21.985
2,23,17,0,120,12.5,0.5,0.2,119.03,16.666,20.231,19.071
2,23,18,0,13,11,0.7,0.2,12.075,11.384,1.657,1.197
2,23,19,0,0,10.1,0.8,0.2,0,10.1,0,0
2,23,20,0,0,9.6,0.9,0.2,0,9.6,0,0
2,23,21,0,0,9.3,1.1,0.2,0,9.3,0,0
2,23,22,0,0,9,1.2,0.2,0,9,0,0
2,23,23,0,0,8.6,1.2,0.2,0,8.6,0,0
2,24,0,0,0,8.1,1.2,0.2,0,8.1,0,0
2,24,1,0,0,7.4,1.2,0.2,0,7.4,0,0
2,24,2,0,0,6.9,1.2,0.2,0,6.9,0,0
2,24,3,0,0,6.4,1.2,0.2,0,6.4,0,0
2,24,4,0,0,6,1.3,0.2,0,6,0,0
2,24,5,0,0,5.8,1.6,0.2,0,5.8,0,0
2,24,6,0,0,5.8,2.3,0.2,0,5.8,0,0
2,24,7,0,0,5.9,3,0.2,0,5.9,0,0
2,24,8,0,4,6.5,3.3,0.2,3.708,6.57,0.524,0.107
2,24,9,0,57,7.6,3.4,0.2,53.09,8.608,9.04,8.302
2,24,10,100,230,9.1,3.6,0.2,300.633,14.633,52.943,50.549
2,24,11,145,290,11.1,3.9,0.2,420.556,18.486,72.933,69.785
2,24,12,380,268,13.4,3.8,0.2,617.023,24.401,105.246,100.88
2,24,13,351,301,15.1,3.3,0.2,640.273,27.421,107.683,103.225
2,24,14,873,111,15.9,2.9,0.2,868.695,33.818,144.047,138.217
2,24,15,428,244,16,2.9,0.2,587.343,28.107,99.413,95.267
2,24,16,215,232,15.3,2.8,0.2,376.914,23.213,64.858,62.015
2,24,17,159,162,12.9,2.1,0.2,240.202,18.631,41.278,39.324
2,24,18,0,29,9.2,1.7,0.2,27.911,9.901,4.096,3.544
2,24,19,0,0,7,1.9,0.2,0,7,0,0
2,24,20,0,0,6,2.1,0.2,0,6,0,0
2,24,21,0,0,5,2.4,0.2,0,5,0,0
2,24,22,0,0,3.9,2.4,0.2,0,3.9,0,0
2,24,23,0,0,2.8,2.1,0.2,0,2.8,0,0
2,25,0,0,0,1.8,2,0.2,0,1.8,0,0
2,25,1,0,0,1,1.9,0.2,0,1,0,0
2,25,2,0,0,0.3,1.8,0.2,0,0.3,0,0
2,25,3,0,0,-0.4,1.8,0.2,0,-0.4,0,0
2,25,4,0,0,-0.9,1.6,0.2,0,-0.9,0,0
2,25,5,0,0,-1.1,1.4,0.2,0,-1.1,0,0
2,25,6,0,0,-1.2,1.3,0.2,0,-1.2,0,0
2,25,7,0,0,-0.6,1.3,0.2,0,-0.6,0,0
2,25,8,364,19,2.4,1.5,0.2,97.391,4.832,13.214,12.318
2,25,9,732,45,6.2,1.7,0.2,362.926,15.599,63.542,60.748
2,25,10,871,59,9.3,1.2,0.2,601.752,26.878,104.143,99.819
2,25,11,938,67,12.4,1.3,0.2,788.821,34.847,131.217,125.871
2,25,12,972,72,14.6,1.6,0.2,908.642,38.713,147.869,141.895
2,25,13,981,73,16.1,1.8,0.2,946.393,40.145,152.794,146.634
2,25,14,972,74,17,1.9,0.2,906.761,39.573,147.088,141.144
2,25,15,945,72,17.3,1.9,0.2,791.987,37.045,130.648,125.324
2,25,16,897,64,16.7,1.5,0.2,612.75,33.393,103.472,99.172
2,25,17,790,54,14.3,0.9,0.2,385.474,26.341,64.462,61.633
2,25,18,543,34,10.6,0.9,0.2,136.82,14.464,17.084,16.042
2,25,19,0,0,8.8,1,0.2,0,8.8,0,0
2,25,20,0,0,8.1,1.1,0.2,0,8.1,0,0
2,25,21,0,0,7.5,1.1,0.2,0,7.5,0,0
2,25,22,0,0,6.8,1.1,0.2,0,6.8,0,0
2,25,23,0,0,6,1.2,0.2,0,6,0,0
2,26,0,0,0,5.1,1.3,0.2,0,5.1,0,0
2,26,1,0,0,4.2,1.3,0.2,0,4.2,0,0
2,26,2,0,0,3.7,1.3,0.2,0,3.7,0,0
2,26,3,0,0,3.3,1.2,0.2,0,3.3,0,0
2,26,4,0,0,3,1.1,0.2,0,3,0,0
2,26,5,0,0,2.7,1,0.2,0,2.7,0,0
2,26,6,0,0,2.4,0.9,0.2,0,2.4,0,0
2,26,7,0,0,2.3,0.9,0.2,0,2.3,0,0
2,26,8,282,21,3.8,1,0.2,84.74,6.214,11.771,10.929
2,26,9,0,8,6.4,1.1,0.2,7.427,6.621,1.172,0.73
2,26,10,0,49,9,0.6,0.2,45.622,10.548,7.597,6.913
2,26,11,0,117,11.6,1,0.2,110.165,14.951,18.479,17.384
2,26,12,0,247,13.3,1.6,0.2,240.893,19.65,40.495,38.571
2,26,13,951,85,14.5,2,0.2,936.786,37.333,152.849,146.688
2,26,14,945,84,15.3,2.3,0.2,898.156,35.949,147.708,141.741
2,26,15,918,81,15.4,2.4,0.2,784.426,33.123,131.316,125.966
2,26,16,855,74,14.8,2.3,0.2,604.062,28.74,103.751,99.441
2,26,17,744,61,12.9,1.8,0.2,375.689,22.412,63.842,61.037
2,26,18,491,38,9.4,1.3,0.2,134.467,12.886,17.473,16.416
2,26,19,0,0,7.5,1.4,0.2,0,7.5,0,0
2,26,20,0,0,6.4,1.5,0.2,0,6.4,0,0
2,26,21,0,0,5.4,1.3,0.2,0,5.4,0,0
2,26,22,0,0,4.6,1.1,0.2,0,4.6,0,0
2,26,23,0,0,4.2,1,0.2,0,4.2,0,0
2,27,0,0,0,4.1,1.1,0.2,0,4.1,0,0
2,27,1,0,0,4.1,1.2,0.2,0,4.1,0,0
2,27,2,0,0,3.8,1.1,0.2,0,3.8,0,0
2,27,3,0,0,3.6,1,0.2,0,3.6,0,0
2,27,4,0,0,3.5,1,0.2,0,3.5,0,0
2,27,5,0,0,3.5,1.2,0.2,0,3.5,0,0
2,27,6,0,0,3.7,1.4,0.2,0,3.7,0,0
2,27,7,0,0,4.1,1.5,0.2,0,4.1,0,0
2,27,8,144,29,5,1.8,0.2,64.851,6.572,9.544,8.787
2,27,9,0,8,6.2,2.3,0.2,7.427,6.371,1.173,0.731
2,27,10,0,149,8,2.8,0.2,143.23,10.998,24.857,23.522
2,27,11,875,94,10.2,3.2,0.2,782.41,25.568,134.596,129.123
2,27,12,69,352,12.2,3.6,0.2,427.701,20.034,73.023,69.872
2,27,13,27,338,13.6,4,0.2,360.377,19.814,61.151,58.447
2,27,14,968,79,14.5,4.3,0.2,914.613,29.719,154.013,147.807
2,27,15,949,73,14.6,4.6,0.2,800.999,27.418,137.03,131.465
2,27,16,897,66,14,4.4,0.2,619.094,24.201,108.222,103.744
2,27,17,791,56,12.1,3.6,0.2,391.127,19.279,67.357,64.419
2,27,18,554,36,8.8,2.3,0.2,142.762,11.791,18.623,17.523
2,27,19,0,0,6.6,1.9,0.2,0,6.6,0,0
2,27,20,0,0,5.6,1.9,0.2,0,5.6,0,0
2,27,21,0,0,4.9,1.9,0.2,0,4.9,0,0
2,27,22,0,0,4.5,2.1,0.2,0,4.5,0,0
2,27,23,0,0,4.4,2.3,0.2,0,4.4,0,0
2,28,0,0,0,4.5,2.5,0.2,0,4.5,0,0
2,28,1,0,0,4.5,2.5,0.2,0,4.5,0,0
2,28,2,0,0,4.3,2.6,0.2,0,4.3,0,0
2,28,3,0,0,4.1,2.5,0.2,0,4.1,0,0
2,28,4,0,0,3.9,2.5,0.2,0,3.9,0,0
2,28,5,0,0,3.7,2.5,0.2,0,3.7,0,0
2,28,6,0,0,3.5,2.5,0.2,0,3.5,0,0
2,28,7,0,0,3.7,2.6,0.2,0,3.7,0,0
2,28,8,0,4,5.1,3.2,0.2,3.709,5.172,0.545,0.127
2,28,9,0,15,7.1,4.1,0.2,13.933,7.338,2.254,1.771
2,28,10,11,133,9,4.8,0.2,133.651,11.075,23.157,21.886
2,28,11,306,252,10.3,5.1,0.2,510.662,17.938,89.31,85.544
2,28,12,375,260,11.4,5.3,0.2,607.607,20.259,105.117,100.755
2,28,13,731,185,12.3,5.4,0.2,868.612,24.826,148.172,142.187
2,28,14,377,268,12.5,5.4,0.2,616.017,21.374,106.149,101.748
2,28,15,100,265,12.1,5.1,0.2,347.913,17.295,60.256,57.586
2,28,16,212,229,11.8,4.7,0.2,371.554,17.659,65.201,62.345
2,28,17,8,92,10.8,3.9,0.2,91.326,12.408,15.634,14.647
2,28,18,0,4,8.3,2.4,0.2,3.708,8.382,0.525,0.108
2,28,19,0,0,6.6,1.9,0.2,0,6.6,0,0
2,28,20,0,0,6,2,0.2,0,6,0,0
2,28,21,0,0,5.3,1.9,0.2,0,5.3,0,0
2,28,22,0,0,4.9,1.9,0.2,0,4.9,0,0
2,28,23,0,0,4.6,1.9,0.2,0,4.6,0,0
3,1,0,0,0,4.3,1.9,0.2,0,4.3,0,0
3,1,1,0,0,-2.9,2.7,0.2,0,-2.9,0,0
3,1,2,0,0,-3.4,2.7,0.2,0,-3.4,0,0
3,1,3,0,0,-3.9,2.7,0.2,0,-3.9,0,0
3,1,4,0,0,-4.2,2.6,0.2,0,-4.2,0,0
3,1,5,0,0,-4.3,2.5,0.2,0,-4.3,0,0
3,1,6,0,0,-4.4,2.4,0.2,0,-4.4,0,0
3,1,7,0,0,-3.9,2.5,0.2,0,-3.9,0,0
3,1,8,407,24,-1.6,3.1,0.2,115.892,0.563,16.853,15.82
3,1,9,767,51,1.5,3.1,0.2,394.013,9.35,71.056,67.979
3,1,10,906,65,4.3,2.5,0.2,641.78,18.562,114.401,109.689
3,1,11,972,73,6.5,1.6,0.2,834.098,28.657,141.796,136.052
3,1,12,993,78,8,0.9,0.2,945.953,37.666,154.248,148.034
3,1,13,997,84,9,1,0.2,985.064,39.094,159.334,152.928
3,1,14,992,83,9.5,1.5,0.2,945.002,35.133,155.656,149.389
3,1,15,969,78,9.5,1.8,0.2,826.565,30.533,139.591,133.93
3,1,16,917,71,9.1,1.5,0.2,640.796,26.55,110.953,106.371
3,1,17,817,59,7.3,1.1,0.2,408.018,19.428,70.408,67.355
3,1,18,589,38,4,1.1,0.2,153.21,8.195,20.726,19.547
3,1,19,0,0,1.6,1.3,0.2,0,1.6,0,0
3,1,20,0,0,0.2,1.3,0.2,0,0.2,0,0
3,1,21,0,0,-0.6,1.3,0.2,0,-0.6,0,0
3,1,22,0,0,-1.1,1.2,0.2,0,-1.1,0,0
3,1,23,0,0,-1.8,1.2,0.2,0,-1.8,0,0
3,2,0,0,0,-2.3,1.2,0.2,0,-2.3,0,0
3,2,1,0,0,-2.7,1.2,0.2,0,-2.7,0,0
3,2,2,0,0,-2.8,1.1,0.2,0,-2.8,0,0
3,2,3,0,0,-2.9,1,0.2,0,-2.9,0,0
3,2,4,0,0,-3,1,0.2,0,-3,0,0
3,2,5,0,0,-2.9,1,0.2,0,-2.9,0,0
3,2,6,0,0,-2.8,0.9,0.2,0,-2.8,0,0
3,2,7,0,0,-2,0.9,0.2,0,-2,0,0
3,2,8,395,26,0.4,0.7,0.2,116.693,4.03,16.97,15.933
3,2,9,733,53,3.5,0.6,0.2,383.921,16.554,67.488,64.546
3,2,10,870,68,6.3,1.3,0.2,625.619,24.134,109.169,104.655
3,2,11,937,77,7.8,2.3,0.2,814.794,26.551,139.569,133.908
3,2,12,970,83,8.8,3,0.2,934.926,27.754,158.33,151.961
3,2,13,970,87,9.7,3.4,0.2,967.351,28.066,163.263,156.709
3,2,14,960,88,10.1,3.6,0.2,925.946,27.15,157.214,150.888
3,2,15,164,359,10.1,3.6,0.2,511.275,19.486,88.388,84.658
3,2,16,139,289,9.5,3.1,0.2,390.19,17.274,68.348,65.373
3,2,17,15,126,7.7,2,0.2,129.461,10.855,22.582,21.333
3,2,18,0,21,4,1.3,0.2,19.524,4.546,3.076,2.562
3,2,19,0,0,2,1.4,0.2,0,2,0,0
3,2,20,0,0,1.3,1.4,0.2,0,1.3,0,0
3,2,21,0,0,0.6,1.4,0.2,0,0.6,0,0
3,2,22,0,0,0.1,1.4,0.2,0,0.1,0,0
3,2,23,0,0,-0.3,1.3,0.2,0,-0.3,0,0
3,3,0,0,0,-0.5,1.2,0.2,0,-0.5,0,0
3,3,1,0,0,-0.5,1.2,0.2,0,-0.5,0,0
3,3,2,0,0,0,1.2,0.2,0,0,0,0
3,3,3,0,0,0.7,1.1,0.2,0,0.7,0,0
3,3,4,0,0,0.9,1,0.2,0,0.9,0,0
3,3,5,0,0,0.7,0.9,0.2,0,0.7,0,0
3,3,6,0,0,0.6,0.9,0.2,0,0.6,0,0
3,3,7,0,0,0.8,1,0.2,0,0.8,0,0
3,3,8,0,6,2.1,1.6,0.2,5.565,2.246,0.857,0.427
3,3,9,4,76,3.8,2.6,0.2,73.178,5.39,12.779,11.9
3,3,10,257,202,5.5,3.2,0.2,381.02,12.976,68.067,65.103
3,3,11,871,88,7.2,3.8,0.2,779.017,21.135,136.076,130.547
3,3,12,923,88,8.9,4.4,0.2,902.912,23.711,155.225,148.974
3,3,13,1,277,10.1,5,0.2,271.437,14.188,46.588,44.434
3,3,14,865,120,10.6,5.2,0.2,888.53,23.74,152.637,146.483
3,3,15,27,299,10.7,5.4,0.2,317.512,15.264,55.009,52.537
3,3,16,797,94,10.3,5.3,0.2,599.392,19.091,106.465,102.052
3,3,17,0,67,9,4.6,0.2,62.711,10.002,10.689,9.888
3,3,18,457,47,6.5,3.3,0.2,140.091,9.026,19.742,18.601
3,3,19,0,0,4.6,2.8,0.2,0,4.6,0,0
3,3,20,0,0,3.8,2.8,0.2,0,3.8,0,0
3,3,21,0,0,3.7,3,0.2,0,3.7,0,0
3,3,22,0,0,4.2,3.6,0.2,0,4.2,0,0
3,3,23,0,0,4.8,4,0.2,0,4.8,0,0
3,4,0,0,0,5,4.1,0.2,0,5,0,0
3,4,1,0,0,5.3,4.5,0.2,0,5.3,0,0
3,4,2,0,0,5.5,4.5,0.2,0,5.5,0,0
3,4,3,0,0,5.7,4.6,0.2,0,5.7,0,0
3,4,4,0,0,6,4.6,0.2,0,6,0,0
3,4,5,0,0,6.2,4.7,0.2,0,6.2,0,0
3,4,6,0,0,6.3,4.8,0.2,0,6.3,0,0
3,4,7,0,0,6.4,5,0.2,0,6.4,0,0
3,4,8,0,3,6.7,5.3,0.2,2.781,6.74,0.406,0
3,4,9,0,36,7.2,5.7,0.2,33.484,7.667,5.615,5.006
3,4,10,0,17,7.7,6.2,0.2,15.81,7.908,2.538,2.045
3,4,11,0,12,8.4,6.9,0.2,11.169,8.536,1.743,1.28
3,4,12,1,115,9.4,7.6,0.2,108.812,10.635,18.418,17.326
3,4,13,0,21,10.1,8.5,0.2,19.569,10.305,3.085,2.572
3,4,14,0,40,9.9,8.7,0.2,37.284,10.283,6.059,5.433
3,4,15,10,204,9.3,7.9,0.2,204.488,11.561,35.469,33.734
3,4,16,0,78,8.8,7.1,0.2,72.715,9.67,12.366,11.503
3,4,17,0,29,8.3,6.4,0.2,26.96,8.648,4.463,3.897
3,4,18,0,4,7.6,5.6,0.2,3.709,7.652,0.539,0.121
3,4,19,0,0,6.6,4.9,0.2,0,6.6,0,0
3,4,20,0,0,5.5,4.2,0.2,0,5.5,0,0
3,4,21,0,0,4.6,3.5,0.2,0,4.6,0,0
3,4,22,0,0,4.6,3.8,0.2,0,4.6,0,0
3,4,23,0,0,4.6,4.2,0.2,0,4.6,0,0
3,5,0,0,0,4.7,4.8,0.2,0,4.7,0,0
3,5,1,0,0,5,5.2,0.2,0,5,0,0
3,5,2,0,0,4.7,5,0.2,0,4.7,0,0
3,5,3,0,0,3.3,6.8,0.2,0,3.3,0,0
3,5,4,0,0,1.3,9.9,0.2,0,1.3,0,0
3,5,5,0,0,0.6,10,0.2,0,0.6,0,0
3,5,6,0,0,0.4,9.3,0.2,0,0.4,0,0
3,5,7,0,0,0.4,8.6,0.2,0,0.4,0,0
3,5,8,0,7,1,8.1,0.2,6.493,1.07,1.018,0.582
3,5,9,742,54,2.3,8.3,0.2,396.248,6.548,72.508,69.377
3,5,10,881,69,3.4,8.7,0.2,642.377,10.069,117.834,112.993
3,5,11,954,74,4.3,8.9,0.2,833.829,12.791,149.986,143.933
3,5,12,989,77,5,8.8,0.2,953.741,14.782,169.165,162.388
3,5,13,982,89,5.4,8.5,0.2,988.834,15.802,174.314,166.667
3,5,14,975,88,5.6,8.1,0.2,946.514,15.923,167.234,160.531
3,5,15,947,82,5.7,7.6,0.2,823.404,15.12,146.991,141.05
3,5,16,890,77,5.6,6.9,0.2,641.614,13.481,116.369,111.583
3,5,17,793,63,4.9,5.8,0.2,407.995,10.511,72.982,69.832
3,5,18,584,41,3.5,4.2,0.2,161.061,6.028,22.799,21.542
3,5,19,0,0,1.9,3.3,0.2,0,1.9,0,0
3,5,20,0,0,1.1,3.1,0.2,0,1.1,0,0
3,5,21,0,0,0.3,2.9,0.2,0,0.3,0,0
3,5,22,0,0,-0.5,2.6,0.2,0,-0.5,0,0
3,5,23,0,0,-1.3,2.1,0.2,0,-1.3,0,0
3,6,0,0,0,-2,2,0.2,0,-2,0,0
3,6,1,0,0,-2.4,1.9,0.2,0,-2.4,0,0
3,6,2,0,0,-2.8,1.9,0.2,0,-2.8,0,0
3,6,3,0,0,-3.1,1.9,0.2,0,-3.1,0,0
3,6,4,0,0,-3.1,2.1,0.2,0,-3.1,0,0
3,6,5,0,0,-3,2.2,0.2,0,-3,0,0
3,6,6,0,0,-3,2.2,0.2,0,-3,0,0
3,6,7,0,0,-2.2,2.5,0.2,0,-2.2,0,0
3,6,8,434,30,0.4,3.5,0.2,134.562,2.789,20.339,19.175
3,6,9,733,58,3.1,4.1,0.2,399.036,9.931,72.219,69.098
3,6,10,861,74,5.5,4.2,0.2,641.457,16.354,114.967,110.234
